geh.	go.
schau mal: das haus da!	look at that house.
schau dir das haus dort an!	look at that house.
sieh dir dieses foto an.	look at this photo.
schau dir das zeug an!	look at this stuff.
schau deine hande an!	look at your hands.
schau in den spiegel.	look in the mirror.
schau in den spiegel!	look in the mirror.
blicke zum himmel empor!	look up at the sky.
guck mal, was ich gefangen habe!	look what i caught.
sieh, was passiert ist!	look what happened.
das musst ausgerechnet du sagen!	look who's talking!
das sagt der richtige!	look who's talking!
das sagt die richtige!	look who's talking!
schau! sie kommt!	look! she's coming!
guck mal! tom ist im fernsehen!	look, tom is on tv.
guck mal, es schneit!	look, it's snowing!
liebe existiert nicht.	love doesn't exist.
liebe liegt in der luft.	love is in the air.
liebe ist unvernunft.	love is irrational.
liebe reicht nicht.	love is not enough.
liebe deinen nachsten.	love your neighbor.
das gluck hat sich gegen mich gewendet.	luck is against me.
zum gluck hat es funktioniert.	luckily, it worked.
zum gluck funktionierte es.	luckily, it worked.
mach es kurz, tom!	make it short, tom.
macht liebe, nicht krieg.	make love, not war.
der liebe, nicht dem kriege widmet euch!	make love, not war.
der mars hat zwei monde.	mars has two moons.
mary hat hubsche beine.	mary has nice legs.
mary glasierte den kuchen.	mary iced the cake.
marie ist toms frau.	mary is tom's wife.
mary ist toms frau.	mary is tom's wife.
mary ist toms ehefrau.	mary is tom's wife.
maria ist ein boses madchen.	mary is a bad girl.
maria ist kellnerin.	mary is a waitress.
maria ist attraktiv.	mary is attractive.
maria ist hysterisch.	mary is hysterical.
mary liebt blumen.	mary loves flowers.
maria singt sopran.	mary sings soprano.
maria war schon.	mary was beautiful.
gott vergelte dir’s!	may god reward you.
moge gott dir’s vergelten!	may god reward you.
darf ich dich tom nennen?	may i call you tom?
kann ich dich tom nennen?	may i call you tom?
durfte ich etwas zu trinken haben?	may i have a drink?
kann ich mit scheck zahlen?	may i pay by check?
kann ich mit dir laufen?	may i run with you?
darf ich mich zu dir setzen?	may i sit with you?
kann ich mit tom sprechen?	may i speak to tom?
kann ich dich sprechen?	may i speak to you?
kann ich sie sprechen?	may i speak to you?
kann ich euch sprechen?	may i speak to you?
darf ich ein foto machen?	may i take a photo?
darf ich diese tasse benutzen?	may i use this cup?
darf ich diesen stift benutzen?	may i use this pen?
vielleicht konnte ich helfen.	maybe i could help.
vielleicht lugt tom.	maybe tom is lying.
moglicherweise mag er dich.	maybe he likes you.
vielleicht kann er sie gut leiden.	maybe he likes you.
es wird vielleicht schneien.	maybe it will snow.
vielleicht schneit es.	maybe it will snow.
vielleicht haben sie aufgegeben.	maybe they gave up.
vielleicht haben die aufgegeben.	maybe they gave up.
vielleicht sind sie beschaftigt.	maybe they're busy.
vielleicht hast du recht.	maybe you're right.
du hast vielleicht recht.	maybe you're right.
wir treffen uns in einer stunde.	meet me in an hour.
lerne dieses gedicht auswendig.	memorize this poem.
milch ist nahrhaft.	milk is nutritious.
es wurden fehler gemacht.	mistakes were made.
am montag ist feiertag.	monday's a holiday.
meine antwort ist endgultig.	my answer is final.
mein arm tut mir noch weh.	my arm still hurts.
mir tut der arm noch immer weh.	my arm still hurts.
mein akku ist leer.	my battery is dead.
meine stiefel sind schmutzig.	my boots are muddy.
mein auto ist ein toyota.	my car is a toyota.
mein auto springt nicht an.	my car won't start.
mein vater hat gerade angerufen.	my dad just called.
mein hund ist sehr alt.	my dog is very old.
meine tur war zu.	my door was closed.
mein traum wurde wahr.	my dream came true.
mein traum ist wahr geworden.	my dream came true.
mein kleid ist ruiniert.	my dress is ruined.
meine augen sind geschlossen.	my eyes are closed.
meine augen sind zu.	my eyes are closed.
meine augen krabbeln.	my eyes feel itchy.
meine familie ist klein.	my family is small.
mein vater war beschaftigt.	my father was busy.
mein freund wurde angeschossen.	my friend was shot.
mein freund wurde durch einen schuss verletzt.	my friend was shot.
mein freund wurde durch schusse verletzt.	my friend was shot.
mein garten ist klein.	my garden is small.
meine haare sind zu lang.	my hair's too long.
ich habe zu langes haar.	my hair's too long.
mein haar ist zu lang.	my hair's too long.
meine hande sind dreckig.	my hands are dirty.
meine hande sind schmutzig.	my hands are dirty.
meine hande waren voll.	my hands were full.
bei mir zu hause ist es unordentlich.	my house is a mess.
mein mann ist ein faulpelz.	my husband is lazy.
mein mann ist faul.	my husband is lazy.
mein messer ist zerbrochen.	my knife is broken.
meine beine fuhlen sich schwer an.	my legs feel heavy.
meine beine schmerzen immer noch.	my legs still hurt.
meine beine tun immer noch weh.	my legs still hurt.
mir tun noch immer die beine weh.	my legs still hurt.
meine lippen sind versiegelt.	my lips are sealed.
meine lippen sind verschlossen.	my lips are sealed.
meine mailbox ist voll.	my mailbox is full.
mein briefkasten ist voll.	my mailbox is full.
ich habe ein brett vor dem kopf.	my mind is a blank.
ich kann nicht klar denken.	my mind is a blank.
mein herz raste.	my mind was racing.
meine mutter ist wutend.	my mother is angry.
meine mutter ist verargert.	my mother is angry.
meine mutter liebt mich.	my mother loves me.
mein name ist auch tom.	my name's tom, too.
meine nase lauft.	my nose is running.
mir lauft die nase.	my nose is running.
meine eltern sind alt.	my parents are old.
meine eltern lieben mich.	my parents love me.
meine frage ist: „warum?“	my question is why.
mein radio ist kaputt.	my radio is broken.
mir tut das rechte bein weh.	my right leg hurts.
mein hemd ist orange.	my shirt is orange.
meine schuhe sind braun.	my shoes are brown.
meine socken sind dreckig.	my socks are dirty.
mir knurrte der magen.	my stomach growled.
mein bauch ist voll.	my stomach is full.
meine zahne sind weiß.	my teeth are white.
ich habe weiße zahne.	my teeth are white.
ich bin als nachster an der reihe.	my turn comes next.
meine uhr ist defekt.	my watch is broken.
auf meiner uhr ist's halb drei.	my watch says 2:30.
meine frau kocht gut.	my wife cooks well.
meine frau hasst katzen.	my wife hates cats.
meine frau kocht gerade.	my wife is cooking.
meine frau liebt katzen.	my wife loves cats.
meine frau ist schwanger.	my wife's pregnant.
mein fenster stand offen.	my window was open.
darf es noch etwas sein?	need anything else?
gib niemals auf!	never ever give up.
gib niemals die hoffnung auf!	never give up hope.
niemand glaubte mir.	no one believed me.
niemand hat uns geglaubt.	no one believed us.
niemand glaubt mir.	no one believes me.
keiner glaubt mir.	no one believes me.
es kann uns niemand helfen.	no one can help us.
es kann mich niemand aufhalten.	no one can stop me.
niemand kann uns aufhalten.	no one can stop us.
uns kann niemand aufhalten.	no one can stop us.
keiner macht ein gluckliches gesicht.	no one looks happy.
niemand bemerkte tom.	no one noticed tom.
keiner achtete auf tom.	no one noticed tom.
niemand hat etwas gesehen.	no one saw a thing.
das denkt niemand.	no one thinks that.
niemand war zu hause.	no one was at home.
es war niemand zu hause.	no one was at home.
niemand wurde verletzt.	no one was injured.
niemand wird uns sehen.	no one will see us.
niemand kam zu schaden.	no one's been hurt.
niemand hort zu.	no one's listening.
niemand glaubt mir.	nobody believes me.
keiner glaubt mir.	nobody believes me.
es kann mir niemand helfen.	nobody can help me.
es kann mir keiner helfen.	nobody can help me.
niemand halt mich auf!	nobody can stop me!
niemand kann mich aufhalten!	nobody can stop me!
niemand wurde verletzt.	nobody got injured.
niemand hier raucht.	nobody here smokes.
hier raucht niemand.	nobody here smokes.
keiner achtete auf tom.	nobody noticed tom.
niemand meldete sich freiwillig.	nobody volunteered.
niemand hat sich freiwillig gemeldet.	nobody volunteered.
in los angeles geht niemand zu fuß.	nobody walks in la.
niemand wunscht sich einen krieg.	nobody wants a war.
niemand wurde verletzt.	nobody was injured.
niemand achtet auf sie.	nobody watches her.
niemand wird es merken.	nobody will notice.
kein mensch ist hier.	not a soul is here.
nichts wahrt ewig.	nothing is forever.
es fehlt nichts.	nothing is missing.
nichts ist vollkommen.	nothing is perfect.
nichts funktioniert.	nothing is working.
nichts ging schief.	nothing went wrong.
es ist nichts los.	nothing's going on.
es passiert nichts.	nothing's going on.
jetzt bin ich hellwach.	now i'm wide awake.
jetzt weiß es jeder.	now everyone knows.
jetzt ist es offiziell.	now it is official.
jetzt bist du dran.	now it's your turn.
jetzt seid ihr dran.	now it's your turn.
jetzt sind sie dran.	now it's your turn.
jetzt geht der spaß los.	now the fun begins.
gehorch deinen lehrern.	obey your teachers.
einmal reicht nicht.	once is not enough.
einer von uns irrt.	one of us is wrong.
nur tom kann das tun.	only tom can do it.
offne deinen koffer!	open your suitcase.
offnen sie ihren koffer!	open your suitcase.
offnet euren koffer!	open your suitcase.
die ordnung war wieder hergestellt.	order was restored.
unser wagen ist liegengeblieben.	our car broke down.
unsere katze ist verschwunden.	our cat is missing.
unsere katze ist weg.	our cat is missing.
unser projekt schlug fehl.	our project failed.
unser projekt misslang.	our project failed.
bald sind wir am zug.	our turn will come.
eulen haben große augen.	owls have big eyes.
eulen jagen bei nacht.	owls hunt at night.
pandas lieben bambus.	pandas love bamboo.
papier brennt leicht.	paper burns easily.
schale die gurken.	peel the cucumbers.
schal die gurken.	peel the cucumbers.
schalt die gurken.	peel the cucumbers.
die menschen sind eigenartig.	people are strange.
die leute reden.	people are talking.
die leute mogen meine mutter.	people like my mom.
hol mich um halb drei ab.	pick me up at 2:30.
holt mich um halb drei ab.	pick me up at 2:30.
holen sie mich um halb drei ab.	pick me up at 2:30.
holen sie mich um 2.30 uhr ab.	pick me up at 2:30.
hol mich um 2.30 uhr ab.	pick me up at 2:30.
holt mich um 2.30 uhr ab.	pick me up at 2:30.
hebe deinen mull auf!	pick up your trash.
rufen sie bitte ein taxi!	please call a taxi.
bitte ruf ihn an.	please call him up.
bitte ruft ihn an.	please call him up.
bitte nennt mich tom.	please call me tom.
bitte nennen sie mich tom.	please call me tom.
sag bitte tom zu mir.	please call me tom.
bitte komm herein!	please come inside.
bitte kommen sie herein!	please come inside.
bitte kommt herein!	please come inside.
tu bitte, was ich sage!	please do as i say.
tun sie das bitte jetzt!	please do that now.
tue das bitte jetzt!	please do that now.
tut das bitte jetzt!	please do that now.
tu das bitte jetzt!	please do that now.
bitte tu’s nicht!	please don't do it.
bitte nicht schießen!	please don't shoot.
bitte nicht schreien!	please don't shout.
zieht euch bitte an.	please get dressed.
ziehen sie sich bitte an.	please get dressed.
gib mir bitte einen.	please give me one.
setzen sie sich, bitte.	please have a seat.
bitte setzen sie sich.	please have a seat.
bitte nehmen sie platz.	please have a seat.
nehmen sie bitte platz!	please have a seat.
nehmt bitte platz.	please have a seat.
lassen sie es mich bitte wissen.	please let me know.
gebt uns bitte bescheid.	please let me know.
gib mir bitte bescheid.	please let me know.
gib uns bitte bescheid.	please let us know.
gebt uns bitte bescheid.	please let us know.
suche bitte danach!	please look for it.
suche es bitte!	please look for it.
kannst du bitte kaffee machen?	please make coffee.
mach bitte kaffee.	please make coffee.
mache bitte mein bett zurecht!	please make my bed.
rufen sie bitte spater an.	please phone later.
bitte gebt euch die hande.	please shake hands.
bitte geben sie sich die hande!	please shake hands.
bitte singe ein lied.	please sing a song.
treten sie bitte ein!	please step inside.
tritt bitte ein!	please step inside.
bitte tritt ein!	please step inside.
bitte hore auf zu weinen.	please stop crying.
bitte nimm ein bad.	please take a bath.
bitte setzen sie sich.	please take a seat.
bitte nehmen sie platz!	please take a seat.
warte bitte auf mich!	please wait for me.
wartet bitte auf mich!	please wait for me.
warten sie bitte auf mich!	please wait for me.
politik ist ein spiel.	politics is a game.
die preise sind sprunghaft gestiegen.	prices have jumped.
raum das brot weg!	put away the bread.
raum deine spielsachen weg.	put away your toys.
nehmen sie das messer herunter.	put down the knife.
nimm das messer herunter.	put down the knife.
tu das buch da hin.	put the book there.
tun sie das buch da hin.	put the book there.
helm auf!	put your helmet on.
raum deine spielsachen weg.	put your toys away.
hor auf zum herumalbern.	quit joking around.
lies es mir vor, tom!	read it to me, tom.
achtung, fertig, los!	ready! get set! go!
wahre manner trinken tee.	real men drink tea.
richtige manner trinken tee.	real men drink tea.
entspann dich eine sekunde.	relax for a second.
entspannen sie sich eine sekunde.	relax for a second.
entspannt euch eine sekunde.	relax for a second.
leg diese jacke ab!	remove that jacket.
legen sie diese jacke ab!	remove that jacket.
nehmen sie den verband ab.	remove the bandage.
komm sofort zuruck!	return immediately.
rennt um euer leben!	run for your lives!
spar dir das fur spater auf.	save it till later.
spar dir deine kraft auf.	save your strength.
die schule ist jetzt vorbei.	school is over now.
die schule ist jetzt aus.	school is over now.
schulen sind geschlossen.	schools are closed.
es wurden schulen gebaut.	schools were built.
schulen wurden gebaut.	schools were built.
meerwasser ist salzig.	sea water is salty.
bis spater, leute!	see you guys later.
wir sehen uns im oktober.	see you in october.
sende es per luftpost.	send it by airmail.
schick es per luftpost.	send it by airmail.
schicken sie es per luftpost.	send it by airmail.
senden sie es per luftpost!	send it by airmail.
schick mir eine postkarte.	send me a postcard.
schickt mir eine postkarte.	send me a postcard.
schicken sie mir eine postkarte.	send me a postcard.
vor gebrauch schutteln.	shake before using.
sollen wir bald aufhoren?	shall we stop soon?
sollen wir bald halten?	shall we stop soon?
eine rasur braucht ihre zeit.	shaving takes time.
sie ware fast ertrunken.	she almost drowned.
sie war kurz vor dem ertrinken.	she almost drowned.
sie sagt immer nur nein.	she always says no.
sie aß ihr abendessen.	she ate her dinner.
sie fing an zu schwitzen.	she began to sweat.
sie hat ihren text vermasselt.	she blew her lines.
sie hat huhnerfleich gekauft.	she bought chicken.
sie brach mir das herz.	she broke my heart.
sie hat mir das herz gebrochen.	she broke my heart.
sie kam mir zu hilfe.	she came to my aid.
sie kam, um mich zu sehen.	she came to see me.
sie kann es nicht aufhalten.	she cannot stop it.
sie kann mich nicht aufhalten.	she cannot stop me.
sie kann uns nicht aufhalten.	she cannot stop us.
sie konnte nicht schwimmen.	she could not swim.
sie hat gute arbeit geleistet.	she did a good job.
sie tauchte nicht auf.	she didn't show up.
sie ist nicht aufgetaucht.	she didn't show up.
sie raucht nicht.	she does not smoke.
sie gab es ihm.	she gave it to him.
sie gab mir eine puppe.	she gave me a doll.
sie geht zur schule.	she goes to school.
sie geht in die schule.	she goes to school.
sie hatte keinen bruder.	she had no brother.
sie hat braune augen.	she has brown eyes.
sie hat gleichmaßige zahne.	she has even teeth.
sie hat grune augen.	she has green eyes.
sie hat mehr bucher.	she has more books.
sie hat keine feinde.	she has no enemies.
sie hat keine manieren.	she has no manners.
sie hat sieben sohne.	she has seven sons.
sie hat kurze haare.	she has short hair.
sie hat kurzes haar.	she has short hair.
sie hat kleine fuße.	she has small feet.
sie hat drei kinder.	she has three kids.
sie hat ihn singen gehort.	she heard him sing.
sie horte ihn singen.	she heard him sing.
sie bat ihn herein.	she invited him in.
sie ist eine schlechte kochin.	she is a poor cook.
sie kann nicht kochen.	she is a poor cook.
sie ist eine zauberin.	she is a sorceress.
sie ist immer beschaftigt.	she is always busy.
sie ist amerikanerin.	she is an american.
sie stammt aus frankreich.	she is from france.
sie hilft ihm.	she is helping him.
sie ist freundlich zu ihm.	she is kind to him.
sie ist nett zu ihm.	she is kind to him.
sie kusst ihn.	she is kissing him.
sie ist uber zwanzig.	she is over twenty.
sie geht uber den großen onkel.	she is pigeon-toed.
sie ist ziemlich sauer.	she is quite angry.
sie ruht sich jetzt aus.	she is resting now.
sie ist bewusstlos.	she is unconscious.
sie ist ohnmachtig.	she is unconscious.
sie ist sehr schlau.	she is very bright.
sie ist sehr hubsch.	she is very pretty.
sie ist momentan nicht hier.	she isn't here now.
sie weinte weiter.	she kept on crying.
sie sprang vor freude auf.	she leaped for joy.
sie ist nach paris abgereist.	she left for paris.
sie ist nach paris gegangen.	she left for paris.
sie hat mir eine nachricht hinterlassen.	she left me a note.
sie hinterließ mir eine nachricht.	she left me a note.
sie schlaft gerne.	she likes sleeping.
sie hort ihm zu.	she listens to him.
sie hort auf ihn.	she listens to him.
sie wohnt mit ihm zusammen.	she lives with him.
sie wohnt bei ihm.	she lives with him.
sie sah aufgeregt aus.	she looked excited.
sie sieht verwirrt aus.	she looks confused.
sie sieht einsam aus.	she looks lonesome.
sie mag antiquitaten.	she loves antiques.
sie liebt kinder.	she loves children.
sie kauft sehr gerne ein.	she loves shopping.
sie zwang ihn, es zu tun.	she made him do it.
sie machte ihn glucklich.	she made him happy.
sie hat ihn glucklich gemacht.	she made him happy.
sie buk mir einen kuchen.	she made me a cake.
sie hat mir einen kuchen gebacken.	she made me a cake.
sie hat mir einen kuchen gemacht.	she made me a cake.
sie machte mir einen kuchen.	she made me a cake.
sie hat aus mir einen star gemacht.	she made me a star.
sie macht mich glucklich.	she makes me happy.
sie braucht unsere hilfe.	she needs our help.
sie besitzt nicht viele bucher.	she owns few books.
sie besitzt nur wenige bucher.	she owns few books.
sie pfluckte blumen.	she picked flowers.
sie zeigte auf ihn.	she pointed at him.
sie setzte sich ihren hut auf.	she put on her hat.
sie hat bald wieder geheiratet.	she remarried soon.
sie saß neben mir.	she sat next to me.
sie setzte sich neben mich.	she sat next to me.
sie schuttelte den kopf.	she shook her head.
sie lachelte glucklich.	she smiled happily.
sie spricht chinesisch.	she speaks chinese.
sie spricht russisch.	she speaks russian.
sie spricht schnell.	she speaks quickly.
sie hat ihm gedroht.	she threatened him.
sie drohte ihm.	she threatened him.
sie will tanzen.	she wants to dance.
sie strahlte ubers ganze gesicht.	she was all smiles.
sie wurde blind geboren.	she was born blind.
sie kam blind zur welt.	she was born blind.
sie wurde glucklich geboren.	she was born lucky.
sie war in eile.	she was in a hurry.
man lachte uber sie.	she was laughed at.
sie machte gerade tee.	she was making tea.
sie wird bald kommen.	she will come soon.
sie ist toms schwester.	she's tom's sister.
sie ist die schwester von tom.	she's tom's sister.
sie lasst gerne ihre reize spielen.	she's a big teaser.
sie gibt sich gerne sexy.	she's a big teaser.
sie ist ein pfiffiges madchen.	she's a smart girl.
sie ist ein kluges madchen.	she's a smart girl.
sie ist ein intelligentes madchen.	she's a smart girl.
sie ist ein sußes madchen.	she's a sweet girl.
sie ist alkoholikerin.	she's an alcoholic.
sie ist in einer besprechung.	she's at a meeting.
sie isst eine frucht.	she's eating fruit.
sie ist aus somalia.	she's from somalia.
sie kommt aus somalia.	she's from somalia.
sie ist nichts mehr als ein kind.	she's just a child.
sie ist meine klassenkameradin.	she's my classmate.
sie ist meine kommilitonin.	she's my classmate.
sie ist meine patentante.	she's my godmother.
sie ist meine patin.	she's my godmother.
sie ist meine professorin.	she's my professor.
sie ist kein arzt.	she's not a doctor.
sie ist keine arztin.	she's not a doctor.
sie ist bloß ein kind.	she's only a child.
sie ist nichts mehr als ein kind.	she's only a child.
sie ist dreiunddreißig.	she's thirty-three.
sollten wir tom anrufen?	should we call tom?
zeig mir ein beispiel.	show me an example.
zeigt mir ein beispiel.	show me an example.
zeigen sie mir ein beispiel.	show me an example.
stell das wasser ab!	shut off the water.
halt die klappe und hor zu!	shut up and listen!
sei ruhig und hor zu!	shut up and listen!
sei still und hor zu!	shut up and listen!
halt den mund und hor zu!	shut up and listen!
sei still und hore zu!	shut up and listen.
halt den mund und hor zu!	shut up and listen.
schlaf ist notwendig.	sleep is necessary.
zieh dir deine schuhe an.	slip on your shoes.
zieht euch eure schuhe an.	slip on your shoes.
ziehen sie sich ihre schuhe an.	slip on your shoes.
also hast du gelogen?	so, were you lying?
etwas saft, bitte.	some juice, please.
etwas wasser, bitte.	some water, please.
jemand singt.	somebody's singing.
jemand singt.	someone is singing.
es ist etwas passiert.	something happened.
da kommt was.	something's coming.
sprich leiser.	speak more quietly.
bitte bleiben sie zuruck.	stand back, please.
bleib hier bei tom!	stay here with tom.
bleiben sie, wo sie sind.	stay where you are.
bleibt, wo ihr seid.	stay where you are.
bleib, wo du bist.	stay where you are.
treten sie zur seite, bitte.	step aside, please.
halte dich an die fakten!	stick to the facts.
halte dich an deinen plan.	stick to your plan.
haltet euch an euren plan.	stick to your plan.
halten sie sich an ihren plan.	stick to your plan.
hor auf, so nett zu sein!	stop being so nice.
horen sie auf, so nett zu sein!	stop being so nice.
hor auf, mich auszubessern!	stop correcting me.
hor auf, mich standig zu verbessern!	stop correcting me.
hor auf, dich mit versagern zu treffen!	stop dating losers!
hor auf herumzualbern.	stop joking around.
hor auf mich anzuschauen.	stop looking at me.
halt mich doch auf, wenn du kannst!	stop me if you can.
halten sie mich doch auf, wenn sie konnen!	stop me if you can.
stehenbleiben oder ich schieße!	stop or i'll shoot.
hore auf, mich anzustarren!	stop staring at me.
horen sie auf, mich anzustarren!	stop staring at me.
lass den quatsch!	stop that nonsense.
lass den quatsch!	stop this nonsense.
bleiben sie stehen, wo sie sind.	stop where you are.
hore auf, mich anzuschreien!	stop yelling at me.
horen sie auf, mich anzuschreien!	stop yelling at me.
unterlasse es, mich anzuschreien!	stop yelling at me.
unterlassen sie es, mich anzuschreien!	stop yelling at me.
lass den quatsch!	stop your nonsense!
hor auf! das kitzelt.	stop. that tickles.
horen sie auf! das kitzelt.	stop. that tickles.
sushi ist kostlich.	sushi is delicious.
sieh genauer hin!	take a closer look.
sehen sie genauer hin!	take a closer look.
atme tief durch.	take a deep breath.
atmen sie tief ein.	take a deep breath.
nimm diese schachtel mit!	take away this box.
nehmen sie diese schachtel mit!	take away this box.
bring sie zum op.	take her to the or.
zieh deinen mantel aus.	take off your coat.
nehmen sie die maske ab.	take off your mask.
nimm die maske ab.	take off your mask.
bring den mull nach draußen.	take out the trash.
nimm diese kiste weg!	take that box away!
nehmen sie diese kiste weg!	take that box away!
stell diese kiste weg!	take that box away!
stellen sie diese kiste weg!	take that box away!
nehmen sie die nachste straße links!	take the next left.
nehmen sie dieses mittel.	take this medicine.
bring uns dort hin, tom.	take us there, tom.
nimm, was du willst.	take what you like.
nimm, was du willst.	take what you want.
nehmen sie, was sie wollen.	take what you want.
nehmen sie sich, was sie wollen!	take what you want.
reden sie mit meinen anwalten!	talk to my lawyers.
die steuern sind zu hoch.	taxes are too high.
gruß tom von mir.	tell tom i said hi.
sag tom, dass ich bereit bin.	tell tom i'm ready.
sag tom, dass es mir leidtut.	tell tom i'm sorry.
sag tom die wahrheit.	tell tom the truth.
erzahl mir alles.	tell me everything.
sag mir, was ich machen soll.	tell me what to do.
sagt mir, was ich machen soll.	tell me what to do.
sagen sie mir, was ich machen soll.	tell me what to do.
sagt mir, wie ihr heißt.	tell me your names.
erzahl uns ein paar witze!	tell us some jokes.
erzahlt uns ein paar witze!	tell us some jokes.
erzahlen sie uns ein paar witze!	tell us some jokes.
sag uns, was wir tun sollen.	tell us what to do.
sagen sie uns, was wir tun sollen.	tell us what to do.
sagt uns, was wir tun sollen.	tell us what to do.
danke dafur.	thank you for that.
danke dafur.	thank you for this.
danke fur die hilfe!	thanks for helping.
danke fur den hinweis!	thanks for the tip.
danke fur's warten.	thanks for waiting.
das gehort mir.	that belongs to me.
das gehort uns.	that belongs to us.
dieses buch ist klein.	that book is small.
das brot ist hart.	that bread is hard.
das kann nicht wahr sein.	that can't be true.
das kann nicht stimmen.	that can't be true.
das auto ist silber.	that car is silver.
das ist nicht passiert.	that didn't happen.
das fuhlt sich toll an.	that feels amazing.
dieser typ nervt mich.	that guy annoys me.
dieser typ geht mir auf die nerven.	that guy annoys me.
das ist hier passiert.	that happened here.
dieses haus gehort mir.	that house is mine.
das haus da ist meins.	that house is mine.
das macht neugierig.	that is intriguing.
das ist nicht mein fuller.	that is not my pen.
das ist unser vater.	that is our father.
das ist unsere schule.	that is our school.
das ist kein tiger.	that isn't a tiger.
das ist nicht erlaubt.	that isn't allowed.
das ist kein ketchup.	that isn't ketchup.
die arbeit war gut bezahlt.	that job paid well.
das brachte mich zum lachen.	that made me laugh.
das macht mich krank.	that makes me sick.
der mann aß brot.	that man ate bread.
das konnte stimmen.	that might be true.
das andert sich nie.	that never changes.
das passiert nie.	that never happens.
das durfte helfen.	that ought to help.
dieser platz ist besetzt.	that seat is taken.
das hort sich blod an.	that sounds stupid.
das hort sich dumm an.	that sounds stupid.
das uberraschte tom.	that surprised tom.
das war ein fehler.	that was a mistake.
das war schmackhaft.	that was delicious.
das war kostlich.	that was delicious.
das war etwas anderes.	that was different.
das war anders.	that was different.
das war urkomisch.	that was hilarious.
das war mein finger.	that was my finger.
das war sehr leicht.	that was very easy.
das war sehr gut.	that was very good.
das war sehr schwierig.	that was very hard.
das war vor vielen jahren.	that was years ago.
das war gar nicht ubel.	that wasn't so bad.
das wird nicht leicht sein.	that won't be easy.
das wird uns nicht helfen.	that won't help us.
das war klasse.	that would be cool.
das ware gut so.	that would be fine.
das ware gut.	that would be good.
das ware nett.	that would be nice.
das wird mir guttun.	that'll do me good.
das muss genugen.	that'll have to do.
das funktioniert nie.	that'll never work.
tom hat nichts dagegen.	that's ok with tom.
das ist toms pferd.	that's tom's horse.
das ist toms haus.	that's tom's house.
das ist toms uhr.	that's tom's watch.
das ist eine gute idee!	that's a good idea!
das ist eine gute idee.	that's a good idea.
das ist ein guter witz.	that's a good joke.
das ist ein guter plan.	that's a good plan.
das ist ein gutes zeichen.	that's a good sign.
das ist mannerarbeit.	that's a man's job.
das ist ein hubscher mantel.	that's a nice coat.
das ist ein hubsches lied.	that's a nice song.
das ist eine totale luge.	that's a total lie.
das ist alles, was wir wissen.	that's all we know.
das ist ein alter witz.	that's an old joke.
das ist verheerend.	that's devastating.
um so besser!	that's even better.
na schon!	that's fair enough.
na gut!	that's fair enough.
das ist was fur trottel.	that's for suckers.
das ist ein guter rat.	that's good advice.
das ist schwer zu sagen.	that's hard to say.
so ist das leben.	that's how life is.
das ist unpraktisch.	that's impractical.
das ist interessant.	that's interesting.
das ist genauso schlimm.	that's just as bad.
das ist mein koffer.	that's my suitcase.
das ist keine uberraschung.	that's no surprise.
das ist kein tiger.	that's not a tiger.
das ist nicht erlaubt.	that's not allowed.
das ist nicht fur tom.	that's not for tom.
das ist nichts fur dich.	that's not for you.
das ist nicht gesund.	that's not healthy.
das ist kein ketchup.	that's not ketchup.
so heiße ich nicht.	that's not my name.
das ist nichts neues.	that's nothing new.
das ist einer von meinen.	that's one of mine.
das ist einer von unseren.	that's one of ours.
das ist unser problem.	that's our problem.
das ist wirklich cool.	that's really cool.
das ist aber suß!	that's really cute.
das ist echt niedlich.	that's really cute.
das ist wirklich gut.	that's really good.
das ist echt nett.	that's really nice.
das ist so nervig!	that's so annoying.
das ist so kindisch.	that's so juvenile.
das ist so erbarmlich.	that's so pathetic.
das gehort immer noch tom.	that's still tom's.
das ist der großte.	that's the biggest.
das ist die botschaft.	that's the message.
das ist der ausloser.	that's the trigger.
das ist unvermeidbar.	that's unavoidable.
das ist bedauerlich.	that's unfortunate.
das ist nicht wichtig.	that's unimportant.
das ist sehr einfach!	that's very simple.
das hoffe ich.	that's what i hope.
das ist es, was ich mag.	that's what i like.
das ist mein privatvergnugen.	that's what i like.
das ist, was ich gesagt habe.	that's what i said.
das ist es, was ich will.	that's what i want.
genau das will ich.	that's what i want.
das ist, was wir gesehen haben.	that's what we saw.
darum fragte ich.	that's why i asked.
deshalb hat tom gewonnen.	that's why tom won.
der wecker klingelte.	the alarm went off.
der wecker hat geklingelt.	the alarm went off.
die antwort war „ja“.	the answer was yes.
die apfel sind rot.	the apples are red.
der versuch misslang.	the attempt failed.
die achse ist gebrochen.	the axle is broken.
das baby schlaft.	the baby is asleep.
das baby weint.	the baby is crying.
das baby war nackt.	the baby was naked.
die kneipe war proppenvoll.	the bar was packed.
der stall war leer.	the barn was empty.
die scheune brennt.	the barn's on fire.
das fass ist voll.	the barrel is full.
die batterie ist leer.	the battery's dead.
der akku ist leer.	the battery's dead.
der vogel ist weggeflogen.	the bird flew away.
die flasche ist voll.	the bottle is full.
der junge springt.	the boy is jumping.
der junge ist durstig.	the boy is thirsty.
der junge hat durst.	the boy is thirsty.
der junge war still.	the boy was silent.
die jungen machen larm.	the boys are noisy.
das brot ist frisch.	the bread is fresh.
das brot ist alt.	the bread is stale.
das brot ist altbacken.	the bread is stale.
der summer ertonte.	the buzzer sounded.
das auto hatte eine panne.	the car broke down.
